"27 THG 9 1974","1974-09-27"
"25 THÁNG 5 2014","2014-05-25"
"6 thg 9 2008","2008-09-06"
"4 tháng 1 2010","2010-01-04"
"tháng 12 15, 1972","1972-12-15"
"25 thg 1, 1986","1986-01-25"
"THÁNG 11 21, 1984","1984-11-21"
"25 04 15","2015-04-25"
"25, thg 2 2012","2012-02-25"
"THÁNG 1 17 2016","2016-01-17"
"29 tháng 1 1997","1997-01-29"
"22 02 70","1970-02-22"
"31.12.86","1986-12-31"
"20 THÁNG 1, 1996","1996-01-20"
"21 THÁNG 2, 2005","2005-02-21"
"THÁNG 8 17 1990","1990-08-17"
"tháng 5 15, 1986","1986-05-15"
"29 thg 6 1984","1984-06-29"
"01.02.14","2014-02-01"
"17 THÁNG 4 2007","2007-04-17"
"20 thg 11 1991","1991-11-20"
"tháng 7 8 2007","2007-07-08"
"tháng 3 17 1984","1984-03-17"
"12 THÁNG 10 1983","1983-10-12"
"THÁNG 5 13 2011","2011-05-13"
"Ngày 01 tháng 02 năm 2001","2001-02-01"
"THỨ NĂM, NGÀY 12 THÁNG 4 NĂM 2018","2018-04-12"
"18 tháng 10 1989","1989-10-18"
"8 THÁNG 1, 1994","1994-01-08"
"23 01 88","1988-01-23"
"17 tháng 8 1986","1986-08-17"
"26 thg 4, 1992","1992-04-26"
"29 thg 4, 1985","1985-04-29"
"21 12 73","1973-12-21"
"tháng 3 27 2002","2002-03-27"
"ngày 28 tháng 02 năm 2015","2015-02-28"
"26 thg 10, 2001","2001-10-26"
"31 thg 1 1999","1999-01-31"
"16 tháng 1 1982","1982-01-16"
"THÁNG 11 7 1974","1974-11-07"
"21 tháng 1 1996","1996-01-21"
"1 tháng 1 2005","2005-01-01"
"26 THÁNG 3 2001","2001-03-26"
"chủ nhật, ngày 30 tháng 6 năm 1996","1996-06-30"
"THÁNG 10 13 2008","2008-10-13"
"tháng 11 16 2012","2012-11-16"
"16 thg 10, 1974","1974-10-16"
"23 thg 10, 1976","1976-10-23"
"7 thg 10, 2006","2006-10-07"
"Ngày 19 tháng 01 năm 1973","1973-01-19"
"1 THÁNG 11 1986","1986-11-01"
"6 thg 5, 1991","1991-05-06"
"ngày 25 tháng 11 năm 1971","1971-11-25"
"2 tháng 5 2015","2015-05-02"
"3 tháng 7 1973","1973-07-03"
"6 THÁNG 3 1976","1976-03-06"
"19 thg 6, 1977","1977-06-19"
"THÁNG 6 19 1988","1988-06-19"
"18 THG 10 1983","1983-10-18"
"18/04/2005","2005-04-18"
"3 thg 9 2003","2003-09-03"
"30 tháng 11 2000","2000-11-30"
"04.10.83","1983-10-04"
"9 THÁNG 1 1994","1994-01-09"
"ngày 18 tháng 06 năm 1977","1977-06-18"
"6 thg 6, 2009","2009-06-06"
"13 THÁNG 9 2012","2012-09-13"
"09.05.88","1988-05-09"
"03 thg 10 1988","1988-10-03"
"4 THÁNG 3, 2015","2015-03-04"
"Thứ Ba, ngày 21 tháng 3 năm 1972","1972-03-21"
"04, thg 11 1981","1981-11-04"
"4 tháng 11 1991","1991-11-04"
"ngày 02 tháng 04 năm 2008","2008-04-02"
"31 THÁNG 8, 1985","1985-08-31"
"28 thg 10, 1991","1991-10-28"
"11 11 93","1993-11-11"
"18 thg 3 1983","1983-03-18"
"THỨ TƯ, NGÀY 27 THÁNG 12 NĂM 2017","2017-12-27"
"31.10.93","1993-10-31"
"16.04.83","1983-04-16"
"tháng 6 8 1974","1974-06-08"
"27 tháng 9, 1977","1977-09-27"
"THÁNG 3 17, 1995","1995-03-17"
"02, THG 8 2011","2011-08-02"
"19 THG 1, 1998","1998-01-19"
"22 05 06","2006-05-22"
"tháng 5 25, 2012","2012-05-25"
"tháng 9 23 2004","2004-09-23"
"12 thg 4, 1982","1982-04-12"
"23, thg 9 2009","2009-09-23"
"Ngày 05 tháng 10 năm 1992","1992-10-05"
"NGÀY 01 THÁNG 03 NĂM 1984","1984-03-01"
"24 thg 5, 1974","1974-05-24"
"18 thg 9, 2017","2017-09-18"
"04, thg 8 1978","1978-08-04"
"10 tháng 10, 2008","2008-10-10"
"THỨ HAI, NGÀY 17 THÁNG 1 NĂM 2011","2011-01-17"
"tháng 10 8, 1996","1996-10-08"
"13, thg 3 2008","2008-03-13"
"19 thg 6, 1974","1974-06-19"
"06.05.97","1997-05-06"
"09/02/1996","1996-02-09"
"Thứ Ba, ngày 09 tháng 12 năm 1980","1980-12-09"
"5 thg 11, 1984","1984-11-05"
"ngày 22 tháng 05 năm 1983","1983-05-22"
"12 THG 5 2004","2004-05-12"
"02.01.12","2012-01-02"
"THÁNG 4 8, 1990","1990-04-08"
"Thứ Ba, ngày 15 tháng 3 năm 1977","1977-03-15"
"18 thg 5, 1998","1998-05-18"
"23 tháng 12, 2010","2010-12-23"
"3 THÁNG 9, 1983","1983-09-03"
"THÁNG 5 8 2016","2016-05-08"
"31, thg 5 1970","1970-05-31"
"24 tháng 7, 1996","1996-07-24"
"2 THÁNG 11 2008","2008-11-02"
"06/04/1978","1978-04-06"
"28 thg 1, 2013","2013-01-28"
"05.01.76","1976-01-05"
"8 tháng 7, 1972","1972-07-08"
"31 05 92","1992-05-31"
"2 thg 5, 1978","1978-05-02"
"22 11 75","1975-11-22"
"THỨ BA, NGÀY 11 THÁNG 12 NĂM 2012","2012-12-11"
"tháng 3 1 2002","2002-03-01"
"8 thg 10 2012","2012-10-08"
"20 tháng 10, 2018","2018-10-20"
"29 thg 12, 1998","1998-12-29"
"tháng 5 2, 1971","1971-05-02"
"29 thg 5 1991","1991-05-29"
"10 thg 7 2010","2010-07-10"
"22 10 07","2007-10-22"
"chủ nhật, ngày 23 tháng 1 năm 1983","1983-01-23"
"NGÀY 26 THÁNG 02 NĂM 1976","1976-02-26"
"tháng 12 30 1989","1989-12-30"
"29 thg 4 1970","1970-04-29"
"2 THG 4, 1991","1991-04-02"
"ngày 01 tháng 05 năm 1975","1975-05-01"
"15 thg 4 2017","2017-04-15"
"17 thg 2 1981","1981-02-17"
"6 thg 5, 2008","2008-05-06"
"THỨ BA, NGÀY 19 THÁNG 1 NĂM 1999","1999-01-19"
"tháng 4 11, 1975","1975-04-11"
"11/09/1988","1988-09-11"
"23, THG 12 2012","2012-12-23"
"18 10 84","1984-10-18"
"16/09/1981","1981-09-16"
"2 tháng 12 1997","1997-12-02"
"29/04/2014","2014-04-29"
"tháng 5 1 1970","1970-05-01"
"14 tháng 11 1976","1976-11-14"
"7 THG 9, 1989","1989-09-07"
"tháng 12 16, 1989","1989-12-16"
"10 tháng 11 1988","1988-11-10"
"ngày 26 tháng 07 năm 1991","1991-07-26"
"Ngày 11 tháng 05 năm 1980","1980-05-11"
"19, thg 1 1985","1985-01-19"
"THÁNG 12 23, 1975","1975-12-23"
"24, thg 3 1975","1975-03-24"
"27, thg 7 1970","1970-07-27"
"6 05 15","2015-05-06"
"Thứ Tư, ngày 25 tháng 2 năm 1987","1987-02-25"
"3 thg 4, 2004","2004-04-03"
"16 tháng 9 1993","1993-09-16"
"tháng 2 8 2003","2003-02-08"
"13/01/2010","2010-01-13"
"04 thg 4 2005","2005-04-04"
"tháng 2 9 1982","1982-02-09"
"7 thg 7, 2008","2008-07-07"
"05 thg 4 2008","2008-04-05"
"25 thg 3, 1987","1987-03-25"
"THÁNG 10 30 2001","2001-10-30"
"22 THÁNG 7 1989","1989-07-22"
"13 thg 8, 1972","1972-08-13"
"17 thg 2 1994","1994-02-17"
"Ngày 28 tháng 12 năm 1986","1986-12-28"
"11 thg 10, 2017","2017-10-11"
"04, thg 9 1984","1984-09-04"
"NGÀY 28 THÁNG 09 NĂM 1975","1975-09-28"
"14 THÁNG 8 2004","2004-08-14"
"14 tháng 9, 2007","2007-09-14"
"tháng 9 18 1973","1973-09-18"
"16, THG 8 1976","1976-08-16"
"tháng 7 19, 1980","1980-07-19"
"30/11/2002","2002-11-30"
"13.08.13","2013-08-13"
"12, thg 5 2009","2009-05-12"
"18 tháng 1 1980","1980-01-18"
"thứ hai, ngày 13 tháng 6 năm 1977","1977-06-13"
"15 01 81","1981-01-15"
"28 tháng 2 1990","1990-02-28"
"tháng 12 8, 2002","2002-12-08"
"26/05/1984","1984-05-26"
"2 thg 1 1982","1982-01-02"
"18 thg 9, 2008","2008-09-18"
"25 THG 3, 2013","2013-03-25"
"25 tháng 6, 1999","1999-06-25"
"19.08.02","2002-08-19"
"7 10 86","1986-10-07"
"14 THG 2, 1983","1983-02-14"
"04 THG 5 1970","1970-05-04"
"22 tháng 2 1999","1999-02-22"
"03, thg 3 2015","2015-03-03"
"tháng 11 9, 2001","2001-11-09"
"17 THG 1 1990","1990-01-17"
"13 thg 7, 1997","1997-07-13"
"12 THG 4, 2005","2005-04-12"
"7 thg 8, 2006","2006-08-07"
"18 thg 1, 1976","1976-01-18"
"10 tháng 9 1990","1990-09-10"
"23 tháng 10 2012","2012-10-23"
"THÁNG 1 24 2009","2009-01-24"
"27 07 84","1984-07-27"
"THÁNG 5 16 1993","1993-05-16"
"22 02 17","2017-02-22"
"25, THG 9 1996","1996-09-25"
"26 thg 6 1987","1987-06-26"
"thứ hai, ngày 26 tháng 6 năm 2006","2006-06-26"
"21 tháng 8, 1999","1999-08-21"
"14 05 10","2010-05-14"
"15 THG 11 2000","2000-11-15"
"29 THÁNG 12 1997","1997-12-29"
"Thứ Sáu, ngày 26 tháng 11 năm 1976","1976-11-26"
"17 tháng 7 2013","2013-07-17"
"tháng 11 25 2002","2002-11-25"
"12/08/1990","1990-08-12"
"21 thg 1 2007","2007-01-21"
"27 tháng 9 1994","1994-09-27"
"25/08/1979","1979-08-25"
"24 THG 10, 2000","2000-10-24"
"tháng 7 15, 2001","2001-07-15"
"23 10 07","2007-10-23"
"THÁNG 7 18 2002","2002-07-18"
"25 thg 7 1987","1987-07-25"
"27/06/2010","2010-06-27"
"03, thg 4 1984","1984-04-03"
"tháng 6 30 2005","2005-06-30"
"4 THG 2, 1980","1980-02-04"
"tháng 4 17, 1976","1976-04-17"
"18, THG 5 1998","1998-05-18"
"Ngày 02 tháng 05 năm 1993","1993-05-02"
"27 THG 9, 1991","1991-09-27"
"Ngày 08 tháng 06 năm 1974","1974-06-08"
"07, thg 2 2014","2014-02-07"
"9 04 17","2017-04-09"
"09.05.18","2018-05-09"
"1 tháng 11 1980","1980-11-01"
"tháng 9 21, 2002","2002-09-21"
"23/11/2000","2000-11-23"
"1 tháng 12, 1979","1979-12-01"
"tháng 3 9 1987","1987-03-09"
"tháng 3 6, 1982","1982-03-06"
"THÁNG 7 21, 1994","1994-07-21"
"10, THG 5 1987","1987-05-10"
"Chủ Nhật, ngày 17 tháng 7 năm 1977","1977-07-17"
"5 tháng 1, 1978","1978-01-05"
"20 thg 8 1976","1976-08-20"
"9 thg 5 1985","1985-05-09"
"Thứ Sáu, ngày 27 tháng 4 năm 1979","1979-04-27"
"11 tháng 3 1978","1978-03-11"
"13 tháng 10 1984","1984-10-13"
"1 tháng 9, 1989","1989-09-01"
"Thứ Hai, ngày 04 tháng 1 năm 1993","1993-01-04"
"7 thg 12, 1987","1987-12-07"
"tháng 1 29, 1990","1990-01-29"
"08, thg 10 1998","1998-10-08"
"23 tháng 3 2014","2014-03-23"
"tháng 3 5, 2009","2009-03-05"
"09.07.70","1970-07-09"
"02/05/1984","1984-05-02"
"THỨ BA, NGÀY 08 THÁNG 12 NĂM 2009","2009-12-08"
"14 tháng 11 2018","2018-11-14"
"Thứ Năm, ngày 22 tháng 6 năm 2006","2006-06-22"
"25 thg 5 2001","2001-05-25"
"12/09/2011","2011-09-12"
"17 tháng 4 2006","2006-04-17"
"25 tháng 12 1990","1990-12-25"
"27 THG 9 1991","1991-09-27"
"9 THÁNG 10 1989","1989-10-09"
"15 08 90","1990-08-15"
"tháng 2 7, 2005","2005-02-07"
"28 thg 12, 2002","2002-12-28"
"18 thg 2, 1991","1991-02-18"
"13 THG 5, 1990","1990-05-13"
"13 tháng 6 1972","1972-06-13"
"26 THG 4, 1983","1983-04-26"
"tháng 8 22, 1995","1995-08-22"
"tháng 4 13 1981","1981-04-13"
"03 thg 3 1985","1985-03-03"
"tháng 6 15, 1978","1978-06-15"
"27 thg 8 1975","1975-08-27"
"15 tháng 12, 1983","1983-12-15"
"tháng 10 26, 2004","2004-10-26"
"17 tháng 3 1995","1995-03-17"
"tháng 6 12 2007","2007-06-12"
"tháng 5 5 1998","1998-05-05"
"NGÀY 17 THÁNG 03 NĂM 1971","1971-03-17"
"23 04 01","2001-04-23"
"4 tháng 2 2015","2015-02-04"
"19 THG 1 2001","2001-01-19"
"07.07.78","1978-07-07"
"THỨ HAI, NGÀY 16 THÁNG 7 NĂM 2001","2001-07-16"
"24 thg 5, 1997","1997-05-24"
"26 thg 12, 1973","1973-12-26"
"tháng 3 1 1974","1974-03-01"
"09, thg 4 1995","1995-04-09"
"Ngày 10 tháng 10 năm 2002","2002-10-10"
"06 thg 10 1996","1996-10-06"
"28 THG 4 1994","1994-04-28"
"19 thg 6 1979","1979-06-19"
"THÁNG 1 10 1972","1972-01-10"
"01 thg 9 1975","1975-09-01"
"25, thg 3 1978","1978-03-25"
"19 thg 9, 1974","1974-09-19"
"tháng 10 21 2014","2014-10-21"
"02 THG 5 1993","1993-05-02"
"20 01 86","1986-01-20"
"21 THÁNG 2 2006","2006-02-21"
"THÁNG 5 8 1999","1999-05-08"
"07 THG 10 2007","2007-10-07"
"8 THG 2, 1991","1991-02-08"
"thứ ba, ngày 19 tháng 5 năm 1992","1992-05-19"
"27 thg 6, 2003","2003-06-27"
"chủ nhật, ngày 12 tháng 1 năm 1975","1975-01-12"
"05.11.99","1999-11-05"
"23 tháng 2 2008","2008-02-23"
"16 thg 4 1971","1971-04-16"
"2 thg 5, 1990","1990-05-02"
"tháng 2 7, 1978","1978-02-07"
"thứ hai, ngày 18 tháng 8 năm 1997","1997-08-18"
"03/10/1970","1970-10-03"
"Thứ Tư, ngày 07 tháng 11 năm 2018","2018-11-07"
"THÁNG 9 16 1992","1992-09-16"
"9 thg 6, 1978","1978-06-09"
"07 thg 9 1978","1978-09-07"
"tháng 5 26, 1981","1981-05-26"
"5 tháng 7 1995","1995-07-05"
"9 05 89","1989-05-09"
"tháng 2 11, 1996","1996-02-11"
"ngày 19 tháng 09 năm 1974","1974-09-19"
"11 thg 9, 2001","2001-09-11"
"18 11 04","2004-11-18"
"thứ sáu, ngày 10 tháng 10 năm 1975","1975-10-10"
"12 thg 7, 2001","2001-07-12"
"Chủ Nhật, ngày 14 tháng 10 năm 1973","1973-10-14"
"28 tháng 7, 2012","2012-07-28"
"4 thg 1 1991","1991-01-04"
"Ngày 01 tháng 06 năm 2000","2000-06-01"
"21 04 70","1970-04-21"
"29 09 91","1991-09-29"
"29 tháng 3 1998","1998-03-29"
"30 thg 10, 2016","2016-10-30"
"tháng 5 3 1995","1995-05-03"
"11 thg 6 1998","1998-06-11"
"6 tháng 10, 2008","2008-10-06"
"21 THÁNG 7 1972","1972-07-21"
"31/05/1999","1999-05-31"
"26 tháng 10, 1978","1978-10-26"
"8 tháng 10 2005","2005-10-08"
"ngày 29 tháng 05 năm 1979","1979-05-29"
"17 THÁNG 7 1980","1980-07-17"
"27 THG 12, 1991","1991-12-27"
"4 thg 7, 1989","1989-07-04"
"1 04 11","2011-04-01"
"06/08/2010","2010-08-06"
"10 thg 11 2014","2014-11-10"
"01/06/1983","1983-06-01"
"02, THG 10 1978","1978-10-02"
"21.01.00","2000-01-21"
"3 thg 2 1981","1981-02-03"
"6 THÁNG 7, 1974","1974-07-06"
"29 thg 6 1973","1973-06-29"
"Ngày 30 tháng 03 năm 1996","1996-03-30"
"20.05.08","2008-05-20"
"5 tháng 11, 2017","2017-11-05"
"THÁNG 7 5, 2013","2013-07-05"
"17 thg 1, 1987","1987-01-17"
"tháng 1 22 1976","1976-01-22"
"tháng 11 27 2003","2003-11-27"
"21 10 77","1977-10-21"
"2 thg 4, 1996","1996-04-02"
"14.11.75","1975-11-14"
"02, THG 5 2018","2018-05-02"
"10, thg 9 1982","1982-09-10"
"15 tháng 5 2010","2010-05-15"
"08, thg 5 2016","2016-05-08"
"11/08/1973","1973-08-11"
"5 thg 9, 1990","1990-09-05"
"NGÀY 25 THÁNG 10 NĂM 1999","1999-10-25"
"7 thg 3 1977","1977-03-07"
"31 tháng 3 2011","2011-03-31"
"26.05.01","2001-05-26"
"17 10 86","1986-10-17"
"Ngày 18 tháng 06 năm 1977","1977-06-18"
"THÁNG 7 5, 1971","1971-07-05"
"tháng 10 31 1970","1970-10-31"
"29 tháng 10 2000","2000-10-29"
"02 thg 5 1989","1989-05-02"
"tháng 2 1 1977","1977-02-01"
"THÁNG 11 3 1978","1978-11-03"
"26 thg 4, 1979","1979-04-26"
"6 thg 12, 1987","1987-12-06"
"20 thg 3 1981","1981-03-20"
"thứ năm, ngày 18 tháng 6 năm 1998","1998-06-18"
"28 THG 5 2006","2006-05-28"
"22 thg 5, 1972","1972-05-22"
"24 thg 5, 1972","1972-05-24"
"tháng 1 22, 1975","1975-01-22"
"23 THG 8 2017","2017-08-23"
"15 thg 2, 1977","1977-02-15"
"30 thg 1 1999","1999-01-30"
"5 thg 10 2004","2004-10-05"
"THỨ BẢY, NGÀY 14 THÁNG 8 NĂM 1999","1999-08-14"
"5 thg 4 2013","2013-04-05"
"15 tháng 8 2009","2009-08-15"
"6 thg 12, 1998","1998-12-06"
"THÁNG 5 7, 2007","2007-05-07"
"31 01 17","2017-01-31"
"THÁNG 1 15 2013","2013-01-15"
"NGÀY 29 THÁNG 01 NĂM 1984","1984-01-29"
"Ngày 11 tháng 11 năm 1996","1996-11-11"
"30/06/1985","1985-06-30"
"THÁNG 4 25 1977","1977-04-25"
"ngày 06 tháng 10 năm 2010","2010-10-06"
"07.04.95","1995-04-07"
"tháng 12 30, 1981","1981-12-30"
"18 thg 9, 1989","1989-09-18"
"2 THÁNG 2 1975","1975-02-02"
"15 THG 12, 1971","1971-12-15"
"THÁNG 12 17, 1990","1990-12-17"
"Ngày 10 tháng 03 năm 2017","2017-03-10"
"23/08/1973","1973-08-23"
"23 thg 4 2002","2002-04-23"
"11.04.01","2001-04-11"
"24 tháng 8 1985","1985-08-24"
"15.10.04","2004-10-15"
"Ngày 20 tháng 07 năm 2016","2016-07-20"
"20 tháng 11 2013","2013-11-20"
"11 tháng 11 2005","2005-11-11"
"Ngày 07 tháng 08 năm 1995","1995-08-07"
"07 THG 9 1995","1995-09-07"
"18 03 92","1992-03-18"
"18, thg 1 1983","1983-01-18"
"21 tháng 3 1978","1978-03-21"
"30/08/1998","1998-08-30"
"05 thg 8 1980","1980-08-05"
"17 thg 12, 1975","1975-12-17"
"tháng 8 19, 1989","1989-08-19"
"tháng 12 25 1995","1995-12-25"
"tháng 1 15 2017","2017-01-15"
"26 tháng 3 1979","1979-03-26"
"1 THG 4 1983","1983-04-01"
"THÁNG 9 2, 2009","2009-09-02"
"16 thg 2 2006","2006-02-16"
"Thứ Năm, ngày 30 tháng 11 năm 2000","2000-11-30"
"29 tháng 12, 1981","1981-12-29"
"tháng 12 20, 2009","2009-12-20"
"5 thg 1, 1992","1992-01-05"
"3 thg 2, 1996","1996-02-03"
"1 THÁNG 7 2004","2004-07-01"
"25 tháng 6 1997","1997-06-25"
"30/03/1991","1991-03-30"
"12.06.72","1972-06-12"
"18 THG 12 1981","1981-12-18"
"30, thg 6 1987","1987-06-30"
"THÁNG 4 28, 1971","1971-04-28"
"Thứ Ba, ngày 16 tháng 8 năm 1994","1994-08-16"
"19 thg 9, 2017","2017-09-19"
"2 tháng 12 1992","1992-12-02"
"7 thg 5, 1996","1996-05-07"
"27 thg 7, 1985","1985-07-27"
"NGÀY 18 THÁNG 12 NĂM 1971","1971-12-18"
"26, thg 1 1992","1992-01-26"
"Ngày 31 tháng 07 năm 2010","2010-07-31"
"16 thg 10, 2018","2018-10-16"
"Thứ Tư, ngày 06 tháng 8 năm 1980","1980-08-06"
"17 thg 8, 1978","1978-08-17"
"2 THÁNG 7, 2014","2014-07-02"
"16.06.73","1973-06-16"
"17/02/1993","1993-02-17"
"tháng 9 3 1996","1996-09-03"
"31/01/1997","1997-01-31"
"08 THG 2 1983","1983-02-08"
"THỨ SÁU, NGÀY 06 THÁNG 7 NĂM 1973","1973-07-06"
"tháng 6 12, 1974","1974-06-12"
"tháng 11 7 1992","1992-11-07"
"24 tháng 7 2015","2015-07-24"
"thứ sáu, ngày 13 tháng 10 năm 1978","1978-10-13"
"ngày 21 tháng 03 năm 2009","2009-03-21"
"01/07/1975","1975-07-01"
"25 THG 11, 2017","2017-11-25"
"24.01.05","2005-01-24"
"tháng 9 7, 2002","2002-09-07"
"12 thg 5 1984","1984-05-12"
"1 tháng 5 2001","2001-05-01"
"11 03 17","2017-03-11"
"9 thg 10, 1990","1990-10-09"
"25 tháng 8, 1971","1971-08-25"
"15 thg 1, 1973","1973-01-15"
"15 thg 4, 1980","1980-04-15"
"15 tháng 11 1994","1994-11-15"
"16 THG 8, 1993","1993-08-16"
"12, THG 12 2009","2009-12-12"
"24, thg 3 2007","2007-03-24"
"19 tháng 7 1991","1991-07-19"
"22 02 06","2006-02-22"
"4 THÁNG 10, 2003","2003-10-04"
"1 THG 11 1997","1997-11-01"
"Ngày 05 tháng 08 năm 1995","1995-08-05"
"tháng 6 5, 2006","2006-06-05"
"tháng 3 17 1998","1998-03-17"
"02, thg 7 1972","1972-07-02"
"25 thg 3 2016","2016-03-25"
"ngày 15 tháng 05 năm 2000","2000-05-15"
"THÁNG 12 10 1987","1987-12-10"
"Thứ Sáu, ngày 14 tháng 6 năm 1974","1974-06-14"
"5 thg 1, 1987","1987-01-05"
"NGÀY 05 THÁNG 07 NĂM 1990","1990-07-05"
"26.07.94","1994-07-26"
"tháng 12 9, 1972","1972-12-09"
"27/04/1993","1993-04-27"
"ngày 23 tháng 10 năm 1984","1984-10-23"
"1 thg 7, 2008","2008-07-01"
"tháng 6 12 2009","2009-06-12"
"19 thg 12 2005","2005-12-19"
"8 tháng 1 1997","1997-01-08"
"14 tháng 5 1972","1972-05-14"
"05.11.72","1972-11-05"
"05/07/2006","2006-07-05"
"24, thg 4 2012","2012-04-24"
"Ngày 23 tháng 02 năm 1999","1999-02-23"
"tháng 11 7, 1989","1989-11-07"
"Ngày 09 tháng 12 năm 1975","1975-12-09"
"13.09.88","1988-09-13"
"01.04.00","2000-04-01"
"23 thg 11 2011","2011-11-23"
"05.02.17","2017-02-05"
"06.11.73","1973-11-06"
"13 THÁNG 12 2004","2004-12-13"
"11, thg 6 2011","2011-06-11"
"09.08.78","1978-08-09"
"ngày 27 tháng 05 năm 2000","2000-05-27"
"9 thg 8, 2008","2008-08-09"
"21.08.86","1986-08-21"
"9 thg 7, 2002","2002-07-09"
"21 09 18","2018-09-21"
"tháng 6 29 1982","1982-06-29"
"10 THG 3 2000","2000-03-10"
"12 THÁNG 3 1992","1992-03-12"
"7 THG 9, 1990","1990-09-07"
"12 09 18","2018-09-12"
"22 THG 10 2006","2006-10-22"
"19 thg 1 2002","2002-01-19"
"ngày 10 tháng 01 năm 2006","2006-01-10"
"NGÀY 02 THÁNG 06 NĂM 1977","1977-06-02"
"18/10/1975","1975-10-18"
"11 tháng 10 2003","2003-10-11"
"24 thg 5 2016","2016-05-24"
"8 THG 11, 1977","1977-11-08"
"16 thg 3 2002","2002-03-16"
"13/06/2018","2018-06-13"
"06 thg 2 1992","1992-02-06"
"22 tháng 1, 1986","1986-01-22"
"THÁNG 9 18, 1989","1989-09-18"
"27.07.83","1983-07-27"
"8 thg 12 2011","2011-12-08"
"tháng 2 15 1991","1991-02-15"
"28 tháng 8 2015","2015-08-28"
"THÁNG 9 9, 1970","1970-09-09"
"27 THÁNG 10 2015","2015-10-27"
"11 thg 2, 1970","1970-02-11"
"THỨ BA, NGÀY 05 THÁNG 1 NĂM 2016","2016-01-05"
"04, thg 3 1989","1989-03-04"
"12 thg 4, 1986","1986-04-12"
"18 THG 2, 2017","2017-02-18"
"26 thg 10 2004","2004-10-26"
"tháng 4 16 2012","2012-04-16"
"tháng 10 8, 1989","1989-10-08"
"THÁNG 2 6 1989","1989-02-06"
"Ngày 02 tháng 03 năm 2013","2013-03-02"
"30 thg 11 2008","2008-11-30"
"tháng 5 30, 2016","2016-05-30"
"Ngày 12 tháng 12 năm 2016","2016-12-12"
"20 THÁNG 11 1993","1993-11-20"
"24 THÁNG 6 1975","1975-06-24"
"24 06 99","1999-06-24"
"23.12.87","1987-12-23"
"3 01 01","2001-01-03"
"17, THG 6 2011","2011-06-17"
"16, thg 5 2010","2010-05-16"
"28 thg 2, 1999","1999-02-28"
"19 THG 6, 1975","1975-06-19"
"ngày 26 tháng 02 năm 1995","1995-02-26"
"07/09/1990","1990-09-07"
"2 thg 10, 2003","2003-10-02"
"06/02/1999","1999-02-06"
"01, THG 3 2018","2018-03-01"
"31.03.88","1988-03-31"
"Thứ Bảy, ngày 16 tháng 9 năm 2017","2017-09-16"
"5 thg 2, 2001","2001-02-05"
"12 tháng 12 1997","1997-12-12"
"24 thg 4 2008","2008-04-24"
"22 thg 10, 1995","1995-10-22"
"9 thg 9 1981","1981-09-09"
"3 THG 2 2015","2015-02-03"
"3 thg 5 1989","1989-05-03"
"29.02.16","2016-02-29"
"7 08 76","1976-08-07"
"23 THG 9, 1976","1976-09-23"
"17 tháng 2, 2011","2011-02-17"
"28 01 81","1981-01-28"
"tháng 3 28 1972","1972-03-28"
"18 tháng 9, 2002","2002-09-18"
"05 thg 9 2002","2002-09-05"
"THÁNG 8 4 1991","1991-08-04"
"18 thg 2, 1983","1983-02-18"
"18/10/2004","2004-10-18"
"11 thg 7, 1991","1991-07-11"
"14 tháng 4, 2000","2000-04-14"
"23.12.83","1983-12-23"
"26 tháng 10 2003","2003-10-26"
"16/03/1986","1986-03-16"
"08.08.88","1988-08-08"
"15 THG 8, 1973","1973-08-15"
"14 THG 2, 1985","1985-02-14"
"Ngày 19 tháng 12 năm 2016","2016-12-19"
"Thứ Năm, ngày 26 tháng 12 năm 1985","1985-12-26"
"4 thg 12 2014","2014-12-04"
"Ngày 21 tháng 06 năm 2009","2009-06-21"
"24, thg 12 2007","2007-12-24"
"02.11.17","2017-11-02"
"20 THÁNG 8 1995","1995-08-20"
"26.07.97","1997-07-26"
"31 08 94","1994-08-31"
"28 tháng 6 2011","2011-06-28"
"Ngày 13 tháng 07 năm 1992","1992-07-13"
"25 thg 5, 2001","2001-05-25"
"8 THG 5, 2007","2007-05-08"
"7 tháng 3 1971","1971-03-07"
"31 tháng 12 1992","1992-12-31"
"01.01.71","1971-01-01"
"04.02.88","1988-02-04"
"Thứ Ba, ngày 08 tháng 1 năm 1985","1985-01-08"
"1 thg 6, 1983","1983-06-01"
"28.05.00","2000-05-28"
"3 02 83","1983-02-03"
"Ngày 07 tháng 04 năm 1991","1991-04-07"
"11 tháng 6 2011","2011-06-11"
"10 THG 11, 1974","1974-11-10"
"Thứ Bảy, ngày 02 tháng 6 năm 1984","1984-06-02"
"30 11 88","1988-11-30"
"05/07/2007","2007-07-05"
"Ngày 17 tháng 03 năm 1999","1999-03-17"
"Ngày 24 tháng 02 năm 1982","1982-02-24"
"13 tháng 3 1988","1988-03-13"
"29.05.83","1983-05-29"
"07/05/1982","1982-05-07"
"18 thg 9 1977","1977-09-18"
"14 tháng 4 2002","2002-04-14"
"26/02/2005","2005-02-26"
"25/11/1992","1992-11-25"
"15 thg 9 2009","2009-09-15"
"18 tháng 12 2010","2010-12-18"
"thứ tư, ngày 25 tháng 10 năm 2000","2000-10-25"
"NGÀY 05 THÁNG 11 NĂM 1976","1976-11-05"
"26 THÁNG 12, 1992","1992-12-26"
"1 08 94","1994-08-01"
"20 thg 3 1996","1996-03-20"
